site name,site id,ccamlr region,Longitude EPSG:4326,Latitude EPSG:4326,common name,day,month,year,season starting,count,accuracy,count type,vantage,reference,notes
Pottinger Point,POPO,48.1,-58.3582,-61.9325,chinstrap penguin,31,1,1987,1986,175250,5,adults,ground,"<strong>Shuford, W. D. and B. Spear, </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island, Antarctica. British Antarctic Survey Bulletin 81:19-30.",Includes Pottinger Point and small point east of Pottinger Point.
Pink Pool Point,PPPT,48.1,-54.079,-61.309,chinstrap penguin,25,12,1976,1976,58500,3,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",None
Pink Pool Point,PPPT,48.1,-54.079,-61.309,adelie penguin,12,12,2006,2006,1811,5,nests,vhr,"<strong>Lynch, H. J. and M. A. LaRue, </strong><i> 2014</i>. First global census of the Ad&#233;lie Penguin. The Auk 131:457-466.",None
President Head (Snow Island),PRES,48.1,-61.2001,-62.7255,chinstrap penguin,Unknown,Unknown,1987,1987,100,3,adults,ground,"<strong>Shuford, W. D. and B. Spear, </strong><i> 1988</i>. Surveys of breeding Chinstrap penguins in the South Shetland Island, Antarctica. British Antarctic Survey Bulletin 81:19-30.",None
President Head (Snow Island),PRES,48.1,-61.2001,-62.7255,chinstrap penguin,21,11,2005,2005,23,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
President Head (Snow Island),PRES,48.1,-61.2001,-62.7255,chinstrap penguin,28,11,2007,2007,7,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
President Head (Snow Island),PRES,48.1,-61.2001,-62.7255,chinstrap penguin,15,12,2011,2011,0,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Prime Head,PRIM,48.1,-57.305,-63.2129,gentoo penguin,30,12,2016,2016,565,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Principal Point,PRIN,48.1,-63.431,-64.9121,gentoo penguin,6,2,1987,1986,200,4,nests,ground,"<strong>Poncet, S. and J. Poncet, </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.",None
Principal Point,PRIN,48.1,-63.431,-64.9121,gentoo penguin,21,1,2013,2012,567,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,Unknown,Unknown,1979,1979,17905,2,nests,ground,"<strong>Jab&#322;onski, B., </strong><i> 1984b</i>. Distribution, number and breeding preferences of penguins in the region of the Admiralty Bay (King George Islands, South Shetland Islands in the season 1979/80*). Polish Polar Research 5:5-16.",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,Unknown,Unknown,1979,1979,390,2,nests,ground,"<strong>Jab&#322;onski, B., </strong><i> 1984a</i>. Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*). Polish Polar Research 5:17-30.",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,Unknown,Unknown,1979,1979,695,2,nests,ground,"<strong>Jab&#322;onski, B., </strong><i> 1984b</i>. Distribution, number and breeding preferences of penguins in the region of the Admiralty Bay (King George Islands, South Shetland Islands in the season 1979/80*). Polish Polar Research 5:5-16.",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,Unknown,Unknown,1980,1980,9310,2,nests,ground,"<strong>Jab&#322;onski, B., </strong><i> 1984b</i>. Distribution, number and breeding preferences of penguins in the region of the Admiralty Bay (King George Islands, South Shetland Islands in the season 1979/80*). Polish Polar Research 5:5-16.",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,Unknown,Unknown,1980,1980,526,2,nests,ground,"<strong>Jab&#322;onski, B., </strong><i> 1984a</i>. Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*). Polish Polar Research 5:17-30.",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,Unknown,Unknown,1980,1980,623,2,nests,ground,"<strong>Jab&#322;onski, B., </strong><i> 1984a</i>. Distribution and numbers of penguins in the region of King George Island (South Shetland Islands in the breeding season 1980/1981*). Polish Polar Research 5:17-30.",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,Unknown,Unknown,1981,1981,10241,2,nests,ground,"<strong>Ciaputa, P. and K. Sierakowski, </strong><i> 1999</i>. Long-term population changes of Ad&#233;lie, chinstrap, and gentoo penguins in the regions of SSSI No. 8 and SSSI No. 34, King George Island, Antarctica. Polish Polar Research 20:355-365. 5",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,Unknown,Unknown,1981,1981,610,2,nests,ground,"<strong>Myrcha, A., </strong><i> 1993</i>. Birds. In S. Rakusa-Suszczewski, editor, The maritime Antarctic coastal ecosystem of Admiralty Bay, pages 129-141. Department of Antarctic Biology, Polish Academy of Sciences, Warsaw, Poland.",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,Unknown,Unknown,1981,1981,760,2,nests,ground,"<strong>Ciaputa, P. and K. Sierakowski, </strong><i> 1999</i>. Long-term population changes of Ad&#233;lie, chinstrap, and gentoo penguins in the regions of SSSI No. 8 and SSSI No. 34, King George Island, Antarctica. Polish Polar Research 20:355-365. 5",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,Unknown,Unknown,1986,1986,9320,3,nests,None,"<strong>Woehler, E. J. and J. P. Croxall, </strong><i> 1997</i>. The status and trends of Antarctic and sub-Antarctic seabirds. Marine Ornithology 25:43-66.","No information as to whether this count represents a nest or a chick count, but nest is assumed. Estimated accuracy."
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,Unknown,Unknown,1988,1988,10220,2,nests,None,"<strong>Woehler, E. J. and J. P. Croxall, </strong><i> 1997</i>. The status and trends of Antarctic and sub-Antarctic seabirds. Marine Ornithology 25:43-66.",None
Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,Unknown,Unknown,1988,1988,21,2,nests,ground,"<strong>Myrcha, A., </strong><i> 1993</i>. Birds. In S. Rakusa-Suszczewski, editor, The maritime Antarctic coastal ecosystem of Admiralty Bay, pages 129-141. Department of Antarctic Biology, Polish Academy of Sciences, Warsaw, Poland.",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,Unknown,Unknown,1988,1988,121,1,nests,ground,"<strong>Woehler, E. J. and J. P. Croxall, </strong><i> 1997</i>. The status and trends of Antarctic and sub-Antarctic seabirds. Marine Ornithology 25:43-66.",None
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,Unknown,Unknown,1989,1989,8045,2,nests,ground,"<strong>Ciaputa, P. and K. Sierakowski, </strong><i> 1999</i>. Long-term population changes of Ad&#233;lie, chinstrap, and gentoo penguins in the regions of SSSI No. 8 and SSSI No. 34, King George Island, Antarctica. Polish Polar Research 20:355-365. 5",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,Unknown,Unknown,1989,1989,18,2,nests,ground,"<strong>Myrcha, A., </strong><i> 1993</i>. Birds. In S. Rakusa-Suszczewski, editor, The maritime Antarctic coastal ecosystem of Admiralty Bay, pages 129-141. Department of Antarctic Biology, Polish Academy of Sciences, Warsaw, Poland.",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,Unknown,Unknown,1989,1989,136,3,nests,ground,"<strong>Woehler, E. J. and J. P. Croxall, </strong><i> 1997</i>. The status and trends of Antarctic and sub-Antarctic seabirds. Marine Ornithology 25:43-66.",We have assumed this count is of nests; accuracy has been estimated.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,Unknown,Unknown,1990,1990,8789,2,nests,ground,"<strong>Ciaputa, P. and K. Sierakowski, </strong><i> 1999</i>. Long-term population changes of Ad&#233;lie, chinstrap, and gentoo penguins in the regions of SSSI No. 8 and SSSI No. 34, King George Island, Antarctica. Polish Polar Research 20:355-365. 5",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,Unknown,Unknown,1990,1990,5,2,nests,ground,"<strong>Myrcha, A., </strong><i> 1993</i>. Birds. In S. Rakusa-Suszczewski, editor, The maritime Antarctic coastal ecosystem of Admiralty Bay, pages 129-141. Department of Antarctic Biology, Polish Academy of Sciences, Warsaw, Poland.",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,Unknown,Unknown,1990,1990,166,2,nests,ground,"<strong>Ciaputa, P. and K. Sierakowski, </strong><i> 1999</i>. Long-term population changes of Ad&#233;lie, chinstrap, and gentoo penguins in the regions of SSSI No. 8 and SSSI No. 34, King George Island, Antarctica. Polish Polar Research 20:355-365. 5",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,Unknown,Unknown,1991,1991,10347,2,nests,ground,"<strong>Ciaputa, P. and K. Sierakowski, </strong><i> 1999</i>. Long-term population changes of Ad&#233;lie, chinstrap, and gentoo penguins in the regions of SSSI No. 8 and SSSI No. 34, King George Island, Antarctica. Polish Polar Research 20:355-365. 5",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,Unknown,Unknown,1991,1991,190,2,nests,ground,"<strong>Ciaputa, P. and K. Sierakowski, </strong><i> 1999</i>. Long-term population changes of Ad&#233;lie, chinstrap, and gentoo penguins in the regions of SSSI No. 8 and SSSI No. 34, King George Island, Antarctica. Polish Polar Research 20:355-365. 5",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,Unknown,Unknown,1992,1992,10079,2,nests,ground,"<strong>Ciaputa, P. and K. Sierakowski, </strong><i> 1999</i>. Long-term population changes of Ad&#233;lie, chinstrap, and gentoo penguins in the regions of SSSI No. 8 and SSSI No. 34, King George Island, Antarctica. Polish Polar Research 20:355-365. 5",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,Unknown,Unknown,1992,1992,1,2,nests,ground,"<strong>Myrcha, A., </strong><i> 1993</i>. Birds. In S. Rakusa-Suszczewski, editor, The maritime Antarctic coastal ecosystem of Admiralty Bay, pages 129-141. Department of Antarctic Biology, Polish Academy of Sciences, Warsaw, Poland.",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,Unknown,Unknown,1992,1992,294,2,nests,ground,"<strong>Ciaputa, P. and K. Sierakowski, </strong><i> 1999</i>. Long-term population changes of Ad&#233;lie, chinstrap, and gentoo penguins in the regions of SSSI No. 8 and SSSI No. 34, King George Island, Antarctica. Polish Polar Research 20:355-365. 5",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,Unknown,Unknown,1994,1994,9731,2,nests,ground,"<strong>Ciaputa, P. and K. Sierakowski, </strong><i> 1999</i>. Long-term population changes of Ad&#233;lie, chinstrap, and gentoo penguins in the regions of SSSI No. 8 and SSSI No. 34, King George Island, Antarctica. Polish Polar Research 20:355-365. 5",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,Unknown,Unknown,1994,1994,0,2,nests,ground,"<strong>Myrcha, A., </strong><i> 1993</i>. Birds. In S. Rakusa-Suszczewski, editor, The maritime Antarctic coastal ecosystem of Admiralty Bay, pages 129-141. Department of Antarctic Biology, Polish Academy of Sciences, Warsaw, Poland.",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,Unknown,Unknown,1994,1994,340,2,nests,ground,"<strong>Ciaputa, P. and K. Sierakowski, </strong><i> 1999</i>. Long-term population changes of Ad&#233;lie, chinstrap, and gentoo penguins in the regions of SSSI No. 8 and SSSI No. 34, King George Island, Antarctica. Polish Polar Research 20:355-365. 5",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,Unknown,Unknown,1995,1995,10659,2,nests,ground,"<strong>Ciaputa, P. and K. Sierakowski, </strong><i> 1999</i>. Long-term population changes of Ad&#233;lie, chinstrap, and gentoo penguins in the regions of SSSI No. 8 and SSSI No. 34, King George Island, Antarctica. Polish Polar Research 20:355-365. 5",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,Unknown,Unknown,1995,1995,1,2,nests,ground,"<strong>Myrcha, A., </strong><i> 1993</i>. Birds. In S. Rakusa-Suszczewski, editor, The maritime Antarctic coastal ecosystem of Admiralty Bay, pages 129-141. Department of Antarctic Biology, Polish Academy of Sciences, Warsaw, Poland.",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,Unknown,Unknown,1995,1995,229,2,nests,ground,"<strong>Ciaputa, P. and K. Sierakowski, </strong><i> 1999</i>. Long-term population changes of Ad&#233;lie, chinstrap, and gentoo penguins in the regions of SSSI No. 8 and SSSI No. 34, King George Island, Antarctica. Polish Polar Research 20:355-365. 5",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,Unknown,Unknown,1995,1995,205,2,nests,ground,"<strong>Ciaputa, P. and K. Sierakowski, </strong><i> 1999</i>. Long-term population changes of Ad&#233;lie, chinstrap, and gentoo penguins in the regions of SSSI No. 8 and SSSI No. 34, King George Island, Antarctica. Polish Polar Research 20:355-365. 5",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,Unknown,Unknown,1996,1996,9075,2,nests,ground,"<strong>Ciaputa, P. and K. Sierakowski, </strong><i> 1999</i>. Long-term population changes of Ad&#233;lie, chinstrap, and gentoo penguins in the regions of SSSI No. 8 and SSSI No. 34, King George Island, Antarctica. Polish Polar Research 20:355-365. 5",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,Unknown,Unknown,1996,1996,1,2,nests,ground,"<strong>Myrcha, A., </strong><i> 1993</i>. Birds. In S. Rakusa-Suszczewski, editor, The maritime Antarctic coastal ecosystem of Admiralty Bay, pages 129-141. Department of Antarctic Biology, Polish Academy of Sciences, Warsaw, Poland.",Estimated accuracy.
Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,Unknown,1,2003,2002,50,1,nests,ground,"<strong>Barbosa, A., and H. J. Lynch, </strong><i> ???? </i> Personal communication between Adres Barbosa and Heather Lynch. personal communication.",None
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,5,1,2011,2010,4982,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2014c</i>. AMLR 2010-2011 Field Season Report. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,5,11,2010,2010,5330,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2014c</i>. AMLR 2010-2011 Field Season Report. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,11,1,2014,2013,14,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2014b</i>. 20 January 2014 weekly field reports: Copacabana, King George Island. Technical Report 3, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,Unknown,11,2013,2013,150,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2014b</i>. 20 January 2014 weekly field reports: Copacabana, King George Island. Technical Report 3, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Point Wordie,PTWD,48.1,-55.328,-61.245,chinstrap penguin,18,1,1971,1970,11640,3,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",None
Point Wordie,PTWD,48.1,-55.328,-61.245,gentoo penguin,11,1,1971,1970,1000,4,nests,ground,"<strong>Croxall, J. P. and E. D. Kirkwood, </strong><i> 1979</i>. The distribution of penguins on the Antarctic Penninulsa and islands of the Scotia Sea. British Antarctic Survey, Cambridge, United Kingdom.",None
Point Wordie,PTWD,48.1,-55.328,-61.245,gentoo penguin,Unknown,Unknown,1987,1987,1879,1,nests,ground,"<strong>Petry, M.V., F.C.L. Valls, E.S. Petersen, J.V.G. Finger, and L. Kr&uuml;ger. </strong><i> 2018</i>. Population trends of seabirds at Stinker Point, Elephant Island, Maritime Antarctica. Antarctic Science doi: 10.1017/S0954102018000135.",Estimated accuracy.
Point Wordie,PTWD,48.1,-55.328,-61.245,gentoo penguin,Unknown,Unknown,1988,1988,2192,1,nests,ground,"<strong>Petry, M.V., F.C.L. Valls, E.S. Petersen, J.V.G. Finger, and L. Kr&uuml;ger. </strong><i> 2018</i>. Population trends of seabirds at Stinker Point, Elephant Island, Maritime Antarctica. Antarctic Science doi: 10.1017/S0954102018000135.",Estimated accuracy.
Point Wordie,PTWD,48.1,-55.328,-61.245,gentoo penguin,Unknown,Unknown,1991,1991,1929,1,nests,ground,"<strong>Petry, M.V., F.C.L. Valls, E.S. Petersen, J.V.G. Finger, and L. Kr&uuml;ger. </strong><i> 2018</i>. Population trends of seabirds at Stinker Point, Elephant Island, Maritime Antarctica. Antarctic Science doi: 10.1017/S0954102018000135.",Estimated accuracy.
Point Wordie,PTWD,48.1,-55.328,-61.245,gentoo penguin,Unknown,Unknown,2009,2009,915,1,nests,ground,"<strong>Petry, M.V., F.C.L. Valls, E.S. Petersen, J.V.G. Finger, and L. Kr&uuml;ger. </strong><i> 2018</i>. Population trends of seabirds at Stinker Point, Elephant Island, Maritime Antarctica. Antarctic Science doi: 10.1017/S0954102018000135.",Estimated accuracy.
Point Wordie,PTWD,48.1,-55.328,-61.245,gentoo penguin,Unknown,Unknown,2010,2010,905,1,nests,ground,"<strong>Petry, M.V., F.C.L. Valls, E.S. Petersen, J.V.G. Finger, and L. Kr&uuml;ger. </strong><i> 2018</i>. Population trends of seabirds at Stinker Point, Elephant Island, Maritime Antarctica. Antarctic Science doi: 10.1017/S0954102018000135.",Estimated accuracy.
Point Wordie,PTWD,48.1,-55.328,-61.245,gentoo penguin,Unknown,Unknown,2011,2011,1652,1,nests,ground,"<strong>Petry, M.V., F.C.L. Valls, E.S. Petersen, J.V.G. Finger, and L. Kr&uuml;ger. </strong><i> 2018</i>. Population trends of seabirds at Stinker Point, Elephant Island, Maritime Antarctica. Antarctic Science doi: 10.1017/S0954102018000135.",Estimated accuracy.
Point Wordie,PTWD,48.1,-55.328,-61.245,gentoo penguin,Unknown,Unknown,2012,2012,1507,1,nests,ground,"<strong>Petry, M.V., F.C.L. Valls, E.S. Petersen, J.V.G. Finger, and L. Kr&uuml;ger. </strong><i> 2018</i>. Population trends of seabirds at Stinker Point, Elephant Island, Maritime Antarctica. Antarctic Science doi: 10.1017/S0954102018000135.",Estimated accuracy.
