YEAR,PROJECT,SPECIES,DATE,DAY_OF_SEASON,WEEK_OF_SEASON,FREQENCY,TRIP_DURATION
2001-02,CS,CHPE,1/26/2002,57,9,4045,15.5
2001-02,CS,CHPE,1/26/2002,57,9,4045,15.25
2001-02,CS,CHPE,1/27/2002,58,9,4045,18.75
2001-02,CS,CHPE,1/28/2002,59,9,4045,6
2001-02,CS,CHPE,1/29/2002,60,9,4045,24
2001-02,CS,CHPE,1/31/2002,62,9,4045,5
2001-02,CS,CHPE,2/1/2002,63,9,4045,9.5
2001-02,CS,CHPE,2/2/2002,64,10,4045,16.2
2001-02,CS,CHPE,2/3/2002,65,10,4045,19
2001-02,CS,CHPE,2/4/2002,66,10,4045,19.3
2001-02,CS,CHPE,2/5/2002,67,10,4045,14.5
2001-02,CS,CHPE,2/6/2002,68,10,4045,8
2001-02,CS,CHPE,2/7/2002,69,10,4045,26
2001-02,CS,CHPE,2/8/2002,70,10,4045,31
2001-02,CS,CHPE,2/10/2002,72,11,4045,12.75
2001-02,CS,CHPE,2/11/2002,73,11,4045,40.25
2001-02,CS,CHPE,2/13/2002,75,11,4045,12.5
2001-02,CS,CHPE,2/15/2002,77,11,4045,11.75
2001-02,CS,CHPE,1/4/2002,35,5,4065,10
2001-02,CS,CHPE,1/5/2002,36,6,4065,9.75
2001-02,CS,CHPE,1/6/2002,37,6,4065,23.75
2001-02,CS,CHPE,1/9/2002,40,6,4065,9.25
2001-02,CS,CHPE,1/10/2002,41,6,4065,10
2001-02,CS,CHPE,1/11/2002,42,6,4065,5.25
2001-02,CS,CHPE,1/12/2002,43,7,4065,6.5
2001-02,CS,CHPE,1/13/2002,44,7,4065,10.25
2001-02,CS,CHPE,1/14/2002,45,7,4065,18.36666667
2001-02,CS,CHPE,1/16/2002,47,7,4065,14.75
2001-02,CS,CHPE,1/17/2002,48,7,4065,13.75
2001-02,CS,CHPE,1/18/2002,49,7,4065,13
2001-02,CS,CHPE,1/19/2002,50,8,4065,5.25
2001-02,CS,CHPE,1/20/2002,51,8,4065,8
2001-02,CS,CHPE,1/21/2002,52,8,4065,8.583333333
2001-02,CS,CHPE,1/22/2002,53,8,4065,8
2001-02,CS,CHPE,1/23/2002,54,8,4065,8
2001-02,CS,CHPE,1/24/2002,55,8,4065,8.5
2001-02,CS,CHPE,1/25/2002,56,8,4065,17.5
2001-02,CS,CHPE,1/26/2002,57,9,4065,15.5
2001-02,CS,CHPE,1/28/2002,59,9,4065,5.7
2001-02,CS,CHPE,1/29/2002,60,9,4065,7.25
2001-02,CS,CHPE,1/30/2002,61,9,4065,6.25
2001-02,CS,CHPE,2/1/2002,63,9,4065,12
2001-02,CS,CHPE,2/2/2002,64,10,4065,15.95
2001-02,CS,CHPE,2/4/2002,66,10,4065,13.31666667
2001-02,CS,CHPE,2/5/2002,67,10,4065,10.25
2001-02,CS,CHPE,2/6/2002,68,10,4065,5.5
2001-02,CS,CHPE,2/7/2002,69,10,4065,10
2001-02,CS,CHPE,2/8/2002,70,10,4065,37
2001-02,CS,CHPE,2/10/2002,72,11,4065,9.25
2001-02,CS,CHPE,2/11/2002,73,11,4065,36.5
2001-02,CS,CHPE,2/13/2002,75,11,4065,37.75
2001-02,CS,CHPE,2/15/2002,77,11,4065,12.5
2001-02,CS,CHPE,1/3/2002,34,5,4085,12.75
2001-02,CS,CHPE,1/4/2002,35,5,4085,15.75
2001-02,CS,CHPE,1/6/2002,37,6,4085,13
2001-02,CS,CHPE,1/7/2002,38,6,4085,17.5
2001-02,CS,CHPE,1/9/2002,40,6,4085,8.25
2001-02,CS,CHPE,1/10/2002,41,6,4085,5.25
2001-02,CS,CHPE,1/11/2002,42,6,4085,7
2001-02,CS,CHPE,1/13/2002,44,7,4085,7.75
2001-02,CS,CHPE,1/13/2002,44,7,4085,10.75
2001-02,CS,CHPE,1/14/2002,45,7,4085,17.36666667
2001-02,CS,CHPE,1/15/2002,46,7,4085,8.25
2001-02,CS,CHPE,1/16/2002,47,7,4085,6.75
2001-02,CS,CHPE,1/17/2002,48,7,4085,6.75
2001-02,CS,CHPE,1/18/2002,49,7,4085,8.25
2001-02,CS,CHPE,1/19/2002,50,8,4085,9.75
2001-02,CS,CHPE,1/20/2002,51,8,4085,12.5
2001-02,CS,CHPE,1/20/2002,51,8,4085,19.25
2001-02,CS,CHPE,1/22/2002,53,8,4085,6
2001-02,CS,CHPE,1/23/2002,54,8,4085,7.5
2001-02,CS,CHPE,1/24/2002,55,8,4085,16.75
2001-02,CS,CHPE,1/25/2002,56,8,4085,7.75
2001-02,CS,CHPE,1/27/2002,58,9,4085,8
2001-02,CS,CHPE,1/27/2002,58,9,4085,5.25
2001-02,CS,CHPE,1/28/2002,59,9,4085,5.25
2001-02,CS,CHPE,1/28/2002,59,9,4085,4.25
2001-02,CS,CHPE,1/30/2002,61,9,4085,13.5
2001-02,CS,CHPE,1/31/2002,62,9,4085,10
2001-02,CS,CHPE,1/31/2002,62,9,4085,7.466666667
2001-02,CS,CHPE,2/1/2002,63,9,4085,14.25
2001-02,CS,CHPE,2/2/2002,64,10,4085,13.95
2001-02,CS,CHPE,2/3/2002,65,10,4085,13.25
2001-02,CS,CHPE,2/3/2002,65,10,4085,6
2001-02,CS,CHPE,2/5/2002,67,10,4085,6.75
2001-02,CS,CHPE,2/6/2002,68,10,4085,19.75
2001-02,CS,CHPE,2/7/2002,69,10,4085,18
2001-02,CS,CHPE,2/8/2002,70,10,4085,12.25
2001-02,CS,CHPE,2/9/2002,71,11,4085,17
2001-02,CS,CHPE,2/10/2002,72,11,4085,17.75
2001-02,CS,CHPE,2/15/2002,77,11,4085,28
2001-02,CS,CHPE,1/3/2002,34,5,4104,9.5
2001-02,CS,CHPE,1/3/2002,34,5,4104,14.25
2001-02,CS,CHPE,1/5/2002,36,6,4104,5
2001-02,CS,CHPE,1/5/2002,36,6,4104,10.5
2001-02,CS,CHPE,1/6/2002,37,6,4104,15.25
2001-02,CS,CHPE,1/7/2002,38,6,4104,5
2001-02,CS,CHPE,1/7/2002,38,6,4104,26.15
2001-02,CS,CHPE,1/9/2002,40,6,4104,4.25
2001-02,CS,CHPE,1/9/2002,40,6,4104,11.75
2001-02,CS,CHPE,1/9/2002,40,6,4104,9.75
2001-02,CS,CHPE,1/10/2002,41,6,4104,16.75
2001-02,CS,CHPE,1/11/2002,42,6,4104,31
2001-02,CS,CHPE,1/13/2002,44,7,4104,14.5
2001-02,CS,CHPE,1/13/2002,44,7,4104,9
2001-02,CS,CHPE,1/14/2002,45,7,4104,9.616666667
2001-02,CS,CHPE,1/15/2002,46,7,4104,6.5
2001-02,CS,CHPE,1/16/2002,47,7,4104,5
2001-02,CS,CHPE,1/18/2002,49,7,4104,4.25
2001-02,CS,CHPE,1/19/2002,50,8,4104,4.25
2001-02,CS,CHPE,1/20/2002,51,8,4104,12
2001-02,CS,CHPE,1/22/2002,53,8,4104,19.75
2001-02,CS,CHPE,1/24/2002,55,8,4104,23
2001-02,CS,CHPE,1/25/2002,56,8,4104,5.5
2001-02,CS,CHPE,1/26/2002,57,9,4104,10.5
2001-02,CS,CHPE,1/26/2002,57,9,4104,4.5
2001-02,CS,CHPE,1/27/2002,58,9,4104,10.5
2001-02,CS,CHPE,1/28/2002,59,9,4104,18.7
2001-02,CS,CHPE,1/29/2002,60,9,4104,9.75
2001-02,CS,CHPE,1/30/2002,61,9,4104,9.5
2001-02,CS,CHPE,1/31/2002,62,9,4104,4.716666667
2001-02,CS,CHPE,2/1/2002,63,9,4104,13.5
2001-02,CS,CHPE,2/2/2002,64,10,4104,11.2
2001-02,CS,CHPE,2/3/2002,65,10,4104,11.5
2001-02,CS,CHPE,2/4/2002,66,10,4104,14.55
2001-02,CS,CHPE,2/5/2002,67,10,4104,4.25
2001-02,CS,CHPE,2/5/2002,67,10,4104,12
2001-02,CS,CHPE,2/6/2002,68,10,4104,32.5
2001-02,CS,CHPE,2/8/2002,70,10,4104,17.5
2001-02,CS,CHPE,2/9/2002,71,11,4104,7
2001-02,CS,CHPE,2/10/2002,72,11,4104,12.25
2001-02,CS,CHPE,2/11/2002,73,11,4104,14.75
2001-02,CS,CHPE,2/12/2002,74,11,4104,8.5
2001-02,CS,CHPE,2/13/2002,75,11,4104,13.5
2001-02,CS,CHPE,2/14/2002,76,11,4104,7.75
2001-02,CS,CHPE,2/15/2002,77,11,4104,28.5
2001-02,CS,CHPE,1/4/2002,35,5,4124,18.5
2001-02,CS,CHPE,1/6/2002,37,6,4124,8.25
2001-02,CS,CHPE,1/7/2002,38,6,4124,29.5
2001-02,CS,CHPE,1/9/2002,40,6,4124,19.25
2001-02,CS,CHPE,1/11/2002,42,6,4124,5.75
2001-02,CS,CHPE,1/12/2002,43,7,4124,11.5
2001-02,CS,CHPE,1/13/2002,44,7,4124,4.75
2001-02,CS,CHPE,1/14/2002,45,7,4124,7.866666667
2001-02,CS,CHPE,1/16/2002,47,7,4124,4.75
2001-02,CS,CHPE,1/17/2002,48,7,4124,10.25
2001-02,CS,CHPE,1/18/2002,49,7,4124,7
2001-02,CS,CHPE,1/19/2002,50,8,4124,17.25
2001-02,CS,CHPE,1/21/2002,52,8,4124,9.083333333
2001-02,CS,CHPE,1/22/2002,53,8,4124,7
2001-02,CS,CHPE,1/23/2002,54,8,4124,16.75
2001-02,CS,CHPE,1/25/2002,56,8,4124,11.75
2001-02,CS,CHPE,1/27/2002,58,9,4124,10.25
2001-02,CS,CHPE,1/28/2002,59,9,4124,4.95
2001-02,CS,CHPE,1/29/2002,60,9,4124,20.75
2001-02,CS,CHPE,1/31/2002,62,9,4124,21.71666667
2001-02,CS,CHPE,2/2/2002,64,10,4124,4.2
2001-02,CS,CHPE,2/4/2002,66,10,4124,9.3
2001-02,CS,CHPE,2/5/2002,67,10,4124,12.5
2001-02,CS,CHPE,2/6/2002,68,10,4124,10
2001-02,CS,CHPE,2/8/2002,70,10,4124,9
2001-02,CS,CHPE,2/9/2002,71,11,4124,7.75
2001-02,CS,CHPE,2/10/2002,72,11,4124,9.75
2001-02,CS,CHPE,2/11/2002,73,11,4124,17
2001-02,CS,CHPE,2/12/2002,74,11,4124,8.75
2001-02,CS,CHPE,2/14/2002,76,11,4124,7.25
2001-02,CS,CHPE,2/15/2002,77,11,4124,14.5
2001-02,CS,CHPE,1/5/2002,36,6,4145,11
2001-02,CS,CHPE,1/6/2002,37,6,4145,8.5
2001-02,CS,CHPE,1/7/2002,38,6,4145,15.5
2001-02,CS,CHPE,1/8/2002,39,6,4145,16.9
2001-02,CS,CHPE,1/9/2002,40,6,4145,4.5
2001-02,CS,CHPE,1/10/2002,41,6,4145,13.25
2001-02,CS,CHPE,1/11/2002,42,6,4145,13
2001-02,CS,CHPE,1/13/2002,44,7,4145,6.25
2001-02,CS,CHPE,1/14/2002,45,7,4145,7.616666667
2001-02,CS,CHPE,1/15/2002,46,7,4145,6.25
2001-02,CS,CHPE,1/16/2002,47,7,4145,8.25
2001-02,CS,CHPE,1/17/2002,48,7,4145,4.5
2001-02,CS,CHPE,1/18/2002,49,7,4145,6.5
2001-02,CS,CHPE,1/18/2002,49,7,4145,17.25
2001-02,CS,CHPE,1/19/2002,50,8,4145,14.75
2001-02,CS,CHPE,1/20/2002,51,8,4145,14.25
2001-02,CS,CHPE,1/21/2002,52,8,4145,6.583333333
2001-02,CS,CHPE,1/22/2002,53,8,4145,4.25
2001-02,CS,CHPE,1/23/2002,54,8,4145,14.5
2001-02,CS,CHPE,1/24/2002,55,8,4145,16.5
2001-02,CS,CHPE,1/26/2002,57,9,4145,5.75
2001-02,CS,CHPE,1/27/2002,58,9,4145,12.75
2001-02,CS,CHPE,1/29/2002,60,9,4145,7.75
2001-02,CS,CHPE,1/30/2002,61,9,4145,6.75
2001-02,CS,CHPE,1/31/2002,62,9,4145,7
2001-02,CS,CHPE,2/1/2002,63,9,4145,8
2001-02,CS,CHPE,2/2/2002,64,10,4145,14.95
2001-02,CS,CHPE,2/3/2002,65,10,4145,11.5
2001-02,CS,CHPE,2/3/2002,65,10,4145,5.5
2001-02,CS,CHPE,2/4/2002,66,10,4145,4.066666667
2001-02,CS,CHPE,2/5/2002,67,10,4145,12.5
2001-02,CS,CHPE,2/6/2002,68,10,4145,10.5
2001-02,CS,CHPE,2/7/2002,69,10,4145,12.75
2001-02,CS,CHPE,2/8/2002,70,10,4145,13.5
2001-02,CS,CHPE,2/9/2002,71,11,4145,19.5
2001-02,CS,CHPE,2/10/2002,72,11,4145,15
2001-02,CS,CHPE,2/11/2002,73,11,4145,9
2001-02,CS,CHPE,2/12/2002,74,11,4145,6.25
2001-02,CS,CHPE,2/13/2002,75,11,4145,15.75
2001-02,CS,CHPE,2/14/2002,76,11,4145,17.75
2001-02,CS,CHPE,2/15/2002,77,11,4145,17.75
2001-02,CS,CHPE,1/4/2002,35,5,4165,19.75
2001-02,CS,CHPE,1/6/2002,37,6,4165,8.75
2001-02,CS,CHPE,1/7/2002,38,6,4165,8.75
2001-02,CS,CHPE,1/8/2002,39,6,4165,17.9
2001-02,CS,CHPE,1/9/2002,40,6,4165,13.75
2001-02,CS,CHPE,1/10/2002,41,6,4165,14.5
2001-02,CS,CHPE,1/11/2002,42,6,4165,14.25
2001-02,CS,CHPE,1/14/2002,45,7,4165,7.616666667
2001-02,CS,CHPE,1/15/2002,46,7,4165,6.75
2001-02,CS,CHPE,1/16/2002,47,7,4165,14.75
2001-02,CS,CHPE,1/17/2002,48,7,4165,6.25
2001-02,CS,CHPE,1/18/2002,49,7,4165,6.75
2001-02,CS,CHPE,1/19/2002,50,8,4165,7.25
2001-02,CS,CHPE,1/20/2002,51,8,4165,7.75
2001-02,CS,CHPE,1/21/2002,52,8,4165,8.083333333
2001-02,CS,CHPE,1/22/2002,53,8,4165,8.25
2001-02,CS,CHPE,1/23/2002,54,8,4165,8.5
2001-02,CS,CHPE,1/24/2002,55,8,4165,8.25
2001-02,CS,CHPE,1/26/2002,57,9,4165,9.25
2001-02,CS,CHPE,1/26/2002,57,9,4165,15
2001-02,CS,CHPE,1/28/2002,59,9,4165,6.75
2001-02,CS,CHPE,1/29/2002,60,9,4165,8.5
2001-02,CS,CHPE,1/29/2002,60,9,4165,14.25
2001-02,CS,CHPE,1/30/2002,61,9,4165,4.25
2001-02,CS,CHPE,1/31/2002,62,9,4165,5.966666667
2001-02,CS,CHPE,2/1/2002,63,9,4165,15.75
2001-02,CS,CHPE,2/2/2002,64,10,4165,14.7
2001-02,CS,CHPE,2/3/2002,65,10,4165,8
2001-02,CS,CHPE,2/4/2002,66,10,4165,14.06666667
2001-02,CS,CHPE,2/5/2002,67,10,4165,15.5
2001-02,CS,CHPE,2/6/2002,68,10,4165,12.25
2001-02,CS,CHPE,2/7/2002,69,10,4165,7
2001-02,CS,CHPE,2/8/2002,70,10,4165,10.75
2001-02,CS,CHPE,2/9/2002,71,11,4165,8.5
2001-02,CS,CHPE,2/10/2002,72,11,4165,10.75
2001-02,CS,CHPE,2/11/2002,73,11,4165,11.25
2001-02,CS,CHPE,2/12/2002,74,11,4165,5
2001-02,CS,CHPE,2/14/2002,76,11,4165,11.5
2001-02,CS,CHPE,2/15/2002,77,11,4165,13
2001-02,CS,CHPE,1/6/2002,37,6,4185,16.75
2001-02,CS,CHPE,1/8/2002,39,6,4185,14.75
2001-02,CS,CHPE,1/9/2002,40,6,4185,16
2001-02,CS,CHPE,1/11/2002,42,6,4185,9.5
2001-02,CS,CHPE,1/12/2002,43,7,4185,9
2001-02,CS,CHPE,1/13/2002,44,7,4185,8
2001-02,CS,CHPE,1/14/2002,45,7,4185,5.866666667
2001-02,CS,CHPE,1/15/2002,46,7,4185,12
2001-02,CS,CHPE,1/19/2002,50,8,4185,14
2001-02,CS,CHPE,1/20/2002,51,8,4185,8.75
2001-02,CS,CHPE,1/21/2002,52,8,4185,9
2001-02,CS,CHPE,1/22/2002,53,8,4185,8.75
2001-02,CS,CHPE,1/23/2002,54,8,4185,8.75
2001-02,CS,CHPE,1/24/2002,55,8,4185,6.5
2001-02,CS,CHPE,1/25/2002,56,8,4185,11
2001-02,CS,CHPE,1/26/2002,57,9,4185,11.75
2001-02,CS,CHPE,1/27/2002,58,9,4185,7.5
2001-02,CS,CHPE,1/28/2002,59,9,4185,5.25
2001-02,CS,CHPE,1/29/2002,60,9,4185,11.25
2001-02,CS,CHPE,1/30/2002,61,9,4185,9.5
2001-02,CS,CHPE,1/31/2002,62,9,4185,9.75
2001-02,CS,CHPE,1/31/2002,62,9,4185,5.466666667
2001-02,CS,CHPE,2/1/2002,63,9,4185,28.45
2001-02,CS,CHPE,2/3/2002,65,10,4185,7.25
2001-02,CS,CHPE,2/4/2002,66,10,4185,14.06666667
2001-02,CS,CHPE,2/5/2002,67,10,4185,11
2001-02,CS,CHPE,2/6/2002,68,10,4185,15.5
2001-02,CS,CHPE,2/7/2002,69,10,4185,8
2001-02,CS,CHPE,2/8/2002,70,10,4185,9
2001-02,CS,CHPE,2/9/2002,71,11,4185,12.5
2001-02,CS,CHPE,2/10/2002,72,11,4185,10
2001-02,CS,CHPE,2/11/2002,73,11,4185,11.5
2001-02,CS,CHPE,2/13/2002,75,11,4185,11
2001-02,CS,CHPE,2/14/2002,76,11,4185,13.25
2001-02,CS,CHPE,2/15/2002,77,11,4185,11.25
2001-02,CS,CHPE,1/4/2002,35,5,4204,6
2001-02,CS,CHPE,1/5/2002,36,6,4204,9.25
2001-02,CS,CHPE,1/7/2002,38,6,4204,8.25
2001-02,CS,CHPE,1/8/2002,39,6,4204,9.9
2001-02,CS,CHPE,1/10/2002,41,6,4204,9.75
2001-02,CS,CHPE,1/11/2002,42,6,4204,11.75
2001-02,CS,CHPE,1/12/2002,43,7,4204,7
2001-02,CS,CHPE,1/13/2002,44,7,4204,8.5
2001-02,CS,CHPE,1/14/2002,45,7,4204,19.11666667
2001-02,CS,CHPE,1/15/2002,46,7,4204,7.75
2001-02,CS,CHPE,1/16/2002,47,7,4204,5
2001-02,CS,CHPE,1/18/2002,49,7,4204,7
2001-02,CS,CHPE,1/19/2002,50,8,4204,11.25
2001-02,CS,CHPE,1/20/2002,51,8,4204,8
2001-02,CS,CHPE,1/21/2002,52,8,4204,7.833333333
2001-02,CS,CHPE,1/22/2002,53,8,4204,5.5
2001-02,CS,CHPE,1/23/2002,54,8,4204,9.75
2001-02,CS,CHPE,1/24/2002,55,8,4204,8.25
2001-02,CS,CHPE,1/25/2002,56,8,4204,8
2001-02,CS,CHPE,1/27/2002,58,9,4204,7.5
2001-02,CS,CHPE,1/28/2002,59,9,4204,19.45
2001-02,CS,CHPE,1/31/2002,62,9,4204,21.21666667
2001-02,CS,CHPE,2/2/2002,64,10,4204,6.2
2001-02,CS,CHPE,2/3/2002,65,10,4204,6.5
2001-02,CS,CHPE,2/4/2002,66,10,4204,7.8
2001-02,CS,CHPE,2/5/2002,67,10,4204,5.25
2001-02,CS,CHPE,2/6/2002,68,10,4204,9.25
2001-02,CS,CHPE,2/7/2002,69,10,4204,6.75
2001-02,CS,CHPE,2/8/2002,70,10,4204,4.5
2001-02,CS,CHPE,2/9/2002,71,11,4204,9.75
2001-02,CS,CHPE,2/10/2002,72,11,4204,11.5
2001-02,CS,CHPE,2/11/2002,73,11,4204,11.25
2001-02,CS,CHPE,2/12/2002,74,11,4204,4.5
2001-02,CS,CHPE,2/13/2002,75,11,4204,10.5
2001-02,CS,CHPE,2/14/2002,76,11,4204,14.75
2001-02,CS,CHPE,2/15/2002,77,11,4204,12
2001-02,CS,CHPE,1/6/2002,37,6,4243,20.75
2001-02,CS,CHPE,1/7/2002,38,6,4243,16.25
2001-02,CS,CHPE,1/9/2002,40,6,4243,8
2001-02,CS,CHPE,1/10/2002,41,6,4243,8.25
2001-02,CS,CHPE,1/11/2002,42,6,4243,10.25
2001-02,CS,CHPE,1/12/2002,43,7,4243,7.25
2001-02,CS,CHPE,1/12/2002,43,7,4243,4.5
2001-02,CS,CHPE,1/13/2002,44,7,4243,7
2001-02,CS,CHPE,1/14/2002,45,7,4243,13.5
2001-02,CS,CHPE,1/15/2002,46,7,4243,15.25
2001-02,CS,CHPE,1/16/2002,47,7,4243,13
2001-02,CS,CHPE,1/17/2002,48,7,4243,14.75
2001-02,CS,CHPE,1/18/2002,49,7,4243,13.5
2001-02,CS,CHPE,1/19/2002,50,8,4243,14.5
2001-02,CS,CHPE,1/20/2002,51,8,4243,13.5
2001-02,CS,CHPE,1/21/2002,52,8,4243,4.083333333
2001-02,CS,CHPE,1/22/2002,53,8,4243,7.25
2001-02,CS,CHPE,1/23/2002,54,8,4243,7.25
2001-02,CS,CHPE,1/24/2002,55,8,4243,8
2001-02,CS,CHPE,1/25/2002,56,8,4243,6.75
2001-02,CS,CHPE,1/26/2002,57,9,4243,10.25
2001-02,CS,CHPE,1/27/2002,58,9,4243,21.25
2001-02,CS,CHPE,1/29/2002,60,9,4243,8
2001-02,CS,CHPE,1/30/2002,61,9,4243,10.5
2001-02,CS,CHPE,1/31/2002,62,9,4243,8.716666667
2001-02,CS,CHPE,2/3/2002,65,10,4243,7
2001-02,CS,CHPE,2/4/2002,66,10,4243,14.05
2001-02,CS,CHPE,2/5/2002,67,10,4243,9.75
2001-02,CS,CHPE,2/6/2002,68,10,4243,13.25
2001-02,CS,CHPE,2/7/2002,69,10,4243,14.75
2001-02,CS,CHPE,2/9/2002,71,11,4243,6.25
2001-02,CS,CHPE,2/10/2002,72,11,4243,14.5
2001-02,CS,CHPE,1/7/2002,38,6,4261,13.5
2001-02,CS,CHPE,1/9/2002,40,6,4261,10.75
2001-02,CS,CHPE,1/10/2002,41,6,4261,10.75
2001-02,CS,CHPE,1/11/2002,42,6,4261,11
2001-02,CS,CHPE,1/12/2002,43,7,4261,28.75
2001-02,CS,CHPE,1/13/2002,44,7,4261,14
2001-02,CS,CHPE,1/14/2002,45,7,4261,20.36666667
2001-02,CS,CHPE,1/15/2002,46,7,4261,15.25
2001-02,CS,CHPE,1/16/2002,47,7,4261,14.75
2001-02,CS,CHPE,1/19/2002,50,8,4261,9.5
2001-02,CS,CHPE,1/19/2002,50,8,4261,13.25
2001-02,CS,CHPE,1/20/2002,51,8,4261,16.25
2001-02,CS,CHPE,1/21/2002,52,8,4261,16.33333333
2001-02,CS,CHPE,1/22/2002,53,8,4261,17
2001-02,CS,CHPE,1/24/2002,55,8,4261,4.5
2001-02,CS,CHPE,1/25/2002,56,8,4261,7.25
2001-02,CS,CHPE,1/26/2002,57,9,4261,10
2001-02,CS,CHPE,1/27/2002,58,9,4261,10
2001-02,CS,CHPE,1/27/2002,58,9,4261,14.5
2001-02,CS,CHPE,1/28/2002,59,9,4261,19.95
2001-02,CS,CHPE,1/30/2002,61,9,4261,10.25
2001-02,CS,CHPE,1/31/2002,62,9,4261,11.96666667
2001-02,CS,CHPE,2/1/2002,63,9,4261,37.7
2001-02,CS,CHPE,2/3/2002,65,10,4261,10.5
2001-02,CS,CHPE,2/4/2002,66,10,4261,9.25
2001-02,CS,CHPE,2/9/2002,71,11,4261,38.5
2001-02,CS,CHPE,2/12/2002,74,11,4261,11.75
2001-02,CS,CHPE,2/13/2002,75,11,4261,15.75
2001-02,CS,CHPE,2/15/2002,77,11,4261,11.25
2001-02,CS,CHPE,1/4/2002,35,5,4284,10.75
2001-02,CS,CHPE,1/5/2002,36,6,4284,22
2001-02,CS,CHPE,1/6/2002,37,6,4284,20
2001-02,CS,CHPE,1/8/2002,39,6,4284,6.916666667
2001-02,CS,CHPE,1/9/2002,40,6,4284,10.25
2001-02,CS,CHPE,1/10/2002,41,6,4284,12.5
2001-02,CS,CHPE,1/10/2002,41,6,4284,4.75
2001-02,CS,CHPE,1/11/2002,42,6,4284,20.75
2001-02,CS,CHPE,1/12/2002,43,7,4284,16.25
2001-02,CS,CHPE,1/13/2002,44,7,4284,7.25
2001-02,CS,CHPE,1/14/2002,45,7,4284,25.11666667
2001-02,CS,CHPE,1/15/2002,46,7,4284,7.75
2001-02,CS,CHPE,1/16/2002,47,7,4284,9.75
2001-02,CS,CHPE,1/17/2002,48,7,4284,12.25
2001-02,CS,CHPE,1/18/2002,49,7,4284,20.25
2001-02,CS,CHPE,1/19/2002,50,8,4284,12.75
2001-02,CS,CHPE,1/20/2002,51,8,4284,6.75
2001-02,CS,CHPE,1/21/2002,52,8,4284,14.33333333
2001-02,CS,CHPE,1/23/2002,54,8,4284,11.25
2001-02,CS,CHPE,1/24/2002,55,8,4284,11.25
2001-02,CS,CHPE,1/25/2002,56,8,4284,7
2001-02,CS,CHPE,1/25/2002,56,8,4284,5.75
2001-02,CS,CHPE,1/26/2002,57,9,4284,5
2001-02,CS,CHPE,1/27/2002,58,9,4284,8.5
2001-02,CS,CHPE,1/28/2002,59,9,4284,9.5
2001-02,CS,CHPE,1/29/2002,60,9,4284,5.25
2001-02,CS,CHPE,2/1/2002,63,9,4284,10.5
2001-02,CS,CHPE,2/2/2002,64,10,4284,11.21666667
2001-02,CS,CHPE,2/3/2002,65,10,4284,7.5
2001-02,CS,CHPE,2/5/2002,67,10,4284,9.25
2001-02,CS,CHPE,2/6/2002,68,10,4284,11.25
2001-02,CS,CHPE,2/7/2002,69,10,4284,5.25
2001-02,CS,CHPE,2/8/2002,70,10,4284,22.75
2001-02,CS,CHPE,2/9/2002,71,11,4284,5.75
2001-02,CS,CHPE,2/10/2002,72,11,4284,7.25
2001-02,CS,CHPE,2/11/2002,73,11,4284,30.75
2001-02,CS,CHPE,2/13/2002,75,11,4284,5.5
2001-02,CS,CHPE,2/14/2002,76,11,4284,23.25
2001-02,CS,CHPE,1/3/2002,34,5,4304,7.25
2001-02,CS,CHPE,1/4/2002,35,5,4304,42.75
2001-02,CS,CHPE,1/6/2002,37,6,4304,10.25
2001-02,CS,CHPE,1/7/2002,38,6,4304,17.75
2001-02,CS,CHPE,1/8/2002,39,6,4304,8.166666667
2001-02,CS,CHPE,1/9/2002,40,6,4304,28.5
2001-02,CS,CHPE,1/10/2002,41,6,4304,8.75
2001-02,CS,CHPE,1/11/2002,42,6,4304,15.25
2001-02,CS,CHPE,1/14/2002,45,7,4304,4.5
2001-02,CS,CHPE,1/15/2002,46,7,4304,9.5
2001-02,CS,CHPE,1/16/2002,47,7,4304,5.25
2001-02,CS,CHPE,1/17/2002,48,7,4304,14
2001-02,CS,CHPE,1/18/2002,49,7,4304,13.75
2001-02,CS,CHPE,1/20/2002,51,8,4304,7
2001-02,CS,CHPE,1/21/2002,52,8,4304,7.333333333
2001-02,CS,CHPE,1/23/2002,54,8,4304,17.75
2001-02,CS,CHPE,1/25/2002,56,8,4304,8.25
2001-02,CS,CHPE,1/27/2002,58,9,4304,13.75
2001-02,CS,CHPE,1/28/2002,59,9,4304,6.75
2001-02,CS,CHPE,1/29/2002,60,9,4304,9.25
2001-02,CS,CHPE,1/30/2002,61,9,4304,8.75
2001-02,CS,CHPE,1/30/2002,61,9,4304,6.5
2001-02,CS,CHPE,1/31/2002,62,9,4304,7.466666667
2001-02,CS,CHPE,2/1/2002,63,9,4304,11.5
2001-02,CS,CHPE,2/2/2002,64,10,4304,7.45
2001-02,CS,CHPE,2/3/2002,65,10,4304,14.5
2001-02,CS,CHPE,2/4/2002,66,10,4304,9.05
2001-02,CS,CHPE,2/5/2002,67,10,4304,15.5
2001-02,CS,CHPE,2/7/2002,69,10,4304,11.25
2001-02,CS,CHPE,2/8/2002,70,10,4304,13.5
2001-02,CS,CHPE,2/9/2002,71,11,4304,14.75
2001-02,CS,CHPE,2/11/2002,73,11,4304,27.75
2001-02,CS,CHPE,2/13/2002,75,11,4304,14
2001-02,CS,CHPE,1/5/2002,36,6,4325,4.75
2001-02,CS,CHPE,1/5/2002,36,6,4325,18.75
